ram_code,brand,name,memory,memory_type,clock
1325,G.SKILL,G.Skill Ripjaws,32.0,DDR3L,1866
1316,G.SKILL,G.Skill Ripjaws,4.0,DDR3L,2133
1319,G.SKILL,G.Skill Ripjaws,8.0,DDR3L,2133
1322,G.SKILL,G.Skill Ripjaws,16.0,DDR3L,2133
1326,G.SKILL,G.Skill Ripjaws,32.0,DDR3L,2133
1327,G.SKILL,G.Skill Ripjaws,4.0,DDR4,2133
1330,G.SKILL,G.Skill Ripjaws,8.0,DDR4,2133
1336,G.SKILL,G.Skill Ripjaws,16.0,DDR4,2133
1342,G.SKILL,G.Skill Ripjaws,32.0,DDR4,2133
1348,G.SKILL,G.Skill Ripjaws,64.0,DDR4,2133
1328,G.SKILL,G.Skill Ripjaws,4.0,DDR4,2400
1331,G.SKILL,G.Skill Ripjaws,8.0,DDR4,2400
1337,G.SKILL,G.Skill Ripjaws,16.0,DDR4,2400
1343,G.SKILL,G.Skill Ripjaws,32.0,DDR4,2400
1349,G.SKILL,G.Skill Ripjaws,64.0,DDR4,2400
1329,G.SKILL,G.Skill Ripjaws,4.0,DDR4,2666
1332,G.SKILL,G.Skill Ripjaws,8.0,DDR4,2666
1338,G.SKILL,G.Skill Ripjaws,16.0,DDR4,2666
1344,G.SKILL,G.Skill Ripjaws,32.0,DDR4,2666
1333,G.SKILL,G.Skill Ripjaws,8.0,DDR4,2800
1339,G.SKILL,G.Skill Ripjaws,16.0,DDR4,2800
1345,G.SKILL,G.Skill Ripjaws,32.0,DDR4,2800
1350,G.SKILL,G.Skill Ripjaws,64.0,DDR4,2800
1334,G.SKILL,G.Skill Ripjaws,8.0,DDR4,3000
1340,G.SKILL,G.Skill Ripjaws,16.0,DDR4,3000
1346,G.SKILL,G.Skill Ripjaws,32.0,DDR4,3000
1335,G.SKILL,G.Skill Ripjaws,8.0,DDR4,3200
1341,G.SKILL,G.Skill Ripjaws,16.0,DDR4,3200
1347,G.SKILL,G.Skill Ripjaws,32.0,DDR4,3200
1352,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,2133
1358,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,2133
1367,G.SKILL,G.Skill Ripjaws 4,32.0,DDR4,2133
1372,G.SKILL,G.Skill Ripjaws 4,64.0,DDR4,2133
1351,G.SKILL,G.Skill Ripjaws 4,4.0,DDR4,2400
1353,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,2400
1359,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,2400
1368,G.SKILL,G.Skill Ripjaws 4,32.0,DDR4,2400
1373,G.SKILL,G.Skill Ripjaws 4,64.0,DDR4,2400
1376,G.SKILL,G.Skill Ripjaws 4,128.0,DDR4,2400
1354,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,2666
1360,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,2666
1369,G.SKILL,G.Skill Ripjaws 4,32.0,DDR4,2666
1374,G.SKILL,G.Skill Ripjaws 4,64.0,DDR4,2666
1355,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,2800
1361,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,2800
1370,G.SKILL,G.Skill Ripjaws 4,32.0,DDR4,2800
1375,G.SKILL,G.Skill Ripjaws 4,64.0,DDR4,2800
1377,G.SKILL,G.Skill Ripjaws 4,128.0,DDR4,2800
1356,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,3000
1362,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,3000
1371,G.SKILL,G.Skill Ripjaws 4,32.0,DDR4,3000
1357,G.SKILL,G.Skill Ripjaws 4,8.0,DDR4,3200
1363,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,3200
1364,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,3300
1365,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,3333
1366,G.SKILL,G.Skill Ripjaws 4,16.0,DDR4,3400
1378,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,2133
1389,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,2133
1399,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,2133
1409,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,2133
1379,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,2400
1390,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,2400
1400,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,2400
1410,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,2400
1380,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,2666
1391,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,2666
1401,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,2666
1411,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,2666
1381,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,2800
1392,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,2800
1402,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,2800
1412,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,2800
1382,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3000
1393,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3000
1403,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3000
1413,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,3000
1417,G.SKILL,G.Skill Ripjaws V,128.0,DDR4,3000
1383,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3200
1394,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3200
1404,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3200
1414,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,3200
1395,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3333
1405,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3333
1415,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,3333
1396,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3400
1406,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3400
1416,G.SKILL,G.Skill Ripjaws V,64.0,DDR4,3400
1384,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3466
1397,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3466
1407,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3466
1385,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3600
1398,G.SKILL,G.Skill Ripjaws V,16.0,DDR4,3600
1408,G.SKILL,G.Skill Ripjaws V,32.0,DDR4,3600
1386,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3733
1387,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,3866
1388,G.SKILL,G.Skill Ripjaws V,8.0,DDR4,4000
1418,G.SKILL,G.Skill Ripjaws X,4.0,DDR3,1333
1423,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,1333
1429,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,1333
1435,G.SKILL,G.Skill Ripjaws X,32.0,DDR3,1333
1419,G.SKILL,G.Skill Ripjaws X,4.0,DDR3,1600
1424,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,1600
1430,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,1600
1436,G.SKILL,G.Skill Ripjaws X,32.0,DDR3,1600
1420,G.SKILL,G.Skill Ripjaws X,4.0,DDR3,1866
1425,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,1866
1431,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,1866
1437,G.SKILL,G.Skill Ripjaws X,32.0,DDR3,1866
1421,G.SKILL,G.Skill Ripjaws X,4.0,DDR3,2133
1426,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,2133
1432,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,2133
1438,G.SKILL,G.Skill Ripjaws X,32.0,DDR3,2133
1422,G.SKILL,G.Skill Ripjaws X,4.0,DDR3,2200
1427,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,2200
1433,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,2200
1428,G.SKILL,G.Skill Ripjaws X,8.0,DDR3,2400
1434,G.SKILL,G.Skill Ripjaws X,16.0,DDR3,2400
1439,G.SKILL,G.Skill Ripjaws X,32.0,DDR3,2400
1440,G.SKILL,G.Skill Ripjaws X,8.0,DDR3L,1600
1441,G.SKILL,G.Skill Ripjaws X,16.0,DDR3L,1600
1455,G.SKILL,G.Skill Ripjaws Z,64.0,DDR3,1333
1442,G.SKILL,G.Skill Ripjaws Z,8.0,DDR3,1600
1445,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,1600
1451,G.SKILL,G.Skill Ripjaws Z,32.0,DDR3,1600
1456,G.SKILL,G.Skill Ripjaws Z,64.0,DDR3,1600
1446,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,1866
1452,G.SKILL,G.Skill Ripjaws Z,32.0,DDR3,1866
1457,G.SKILL,G.Skill Ripjaws Z,64.0,DDR3,1866
1443,G.SKILL,G.Skill Ripjaws Z,8.0,DDR3,2133
1447,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,2133
1453,G.SKILL,G.Skill Ripjaws Z,32.0,DDR3,2133
1458,G.SKILL,G.Skill Ripjaws Z,64.0,DDR3,2133
1444,G.SKILL,G.Skill Ripjaws Z,8.0,DDR3,2400
1448,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,2400
1454,G.SKILL,G.Skill Ripjaws Z,32.0,DDR3,2400
1459,G.SKILL,G.Skill Ripjaws Z,64.0,DDR3,2400
1449,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,2666
1450,G.SKILL,G.Skill Ripjaws Z,16.0,DDR3,2933
1460,G.SKILL,G.Skill Sa,1.0,DDR,333
1461,G.SKILL,G.Skill Sa,1.0,DDR,400
1462,G.SKILL,G.Skill Sa,1.0,DDR2,667
1464,G.SKILL,G.Skill Sa,2.0,DDR2,667
1465,G.SKILL,G.Skill Sa,4.0,DDR2,667
1463,G.SKILL,G.Skill Sa,1.0,DDR2,800
1466,G.SKILL,G.Skill Sa,8.0,DDR3,1333
1467,G.SKILL,G.Skill Sa,4.0,DDR3L,1333
1469,G.SKILL,G.Skill Sk,2.0,DDR2,667
1471,G.SKILL,G.Skill Sk,4.0,DDR2,667
1468,G.SKILL,G.Skill Sk,1.0,DDR2,800
1470,G.SKILL,G.Skill Sk,2.0,DDR2,800
1472,G.SKILL,G.Skill Sk,4.0,DDR3,1600
1473,G.SKILL,G.Skill Sk,8.0,DDR3,1600
1474,G.SKILL,G.Skill Sl,4.0,DDR3L,1333
1476,G.SKILL,G.Skill Sl,8.0,DDR3L,1333
1478,G.SKILL,G.Skill Sl,16.0,DDR3L,1333
1475,G.SKILL,G.Skill Sl,4.0,DDR3L,1600
1477,G.SKILL,G.Skill Sl,8.0,DDR3L,1600
1479,G.SKILL,G.Skill Sl,16.0,DDR3L,1600
1481,G.SKILL,G.Skill Sniper,8.0,DDR3,1333
1480,G.SKILL,G.Skill Sniper,4.0,DDR3,1600
1482,G.SKILL,G.Skill Sniper,8.0,DDR3,1600
1486,G.SKILL,G.Skill Sniper,12.0,DDR3,1600
1487,G.SKILL,G.Skill Sniper,16.0,DDR3,1600
1491,G.SKILL,G.Skill Sniper,32.0,DDR3,1600
1483,G.SKILL,G.Skill Sniper,8.0,DDR3,1866
1488,G.SKILL,G.Skill Sniper,16.0,DDR3,1866
1492,G.SKILL,G.Skill Sniper,32.0,DDR3,1866
1484,G.SKILL,G.Skill Sniper,8.0,DDR3,2133
1489,G.SKILL,G.Skill Sniper,16.0,DDR3,2133
1493,G.SKILL,G.Skill Sniper,32.0,DDR3,2133
1485,G.SKILL,G.Skill Sniper,8.0,DDR3,2400
1490,G.SKILL,G.Skill Sniper,16.0,DDR3,2400
1494,G.SKILL,G.Skill Sniper,32.0,DDR3,2400
1495,G.SKILL,G.Skill Sniper,8.0,DDR3L,1600
1496,G.SKILL,G.Skill Sniper,16.0,DDR3L,1600
1497,G.SKILL,G.Skill Sniper,8.0,DDR3U,1600
1498,G.SKILL,G.Skill Sniper,12.0,DDR3U,1600
1499,G.SKILL,G.Skill Sniper Gaming,12.0,DDR3,1600
1500,G.SKILL,G.Skill Sniper Gaming,16.0,DDR3,1600
1503,G.SKILL,G.Skill Sniper Gaming,24.0,DDR3,1600
1504,G.SKILL,G.Skill Sniper Gaming,32.0,DDR3,1600
1501,G.SKILL,G.Skill Sniper Gaming,16.0,DDR3,1866
1505,G.SKILL,G.Skill Sniper Gaming,32.0,DDR3,1866
1502,G.SKILL,G.Skill Sniper Gaming,16.0,DDR3,2133
1506,G.SKILL,G.Skill Sniper X,16.0,DDR4,2400
1511,G.SKILL,G.Skill Sniper X,32.0,DDR4,2400
1515,G.SKILL,G.Skill Sniper X,64.0,DDR4,2400
1507,G.SKILL,G.Skill Sniper X,16.0,DDR4,2666
1508,G.SKILL,G.Skill Sniper X,16.0,DDR4,3000
1512,G.SKILL,G.Skill Sniper X,32.0,DDR4,3000
1516,G.SKILL,G.Skill Sniper X,64.0,DDR4,3000
1509,G.SKILL,G.Skill Sniper X,16.0,DDR4,3200
1513,G.SKILL,G.Skill Sniper X,32.0,DDR4,3200
1517,G.SKILL,G.Skill Sniper X,64.0,DDR4,3200
1510,G.SKILL,G.Skill Sniper X,16.0,DDR4,3600
1514,G.SKILL,G.Skill Sniper X,32.0,DDR4,3600
1518,G.SKILL,G.Skill Sniper X,64.0,DDR4,3600
1519,G.SKILL,G.Skill Sq,1.0,DDR2,667
1521,G.SKILL,G.Skill Sq,2.0,DDR2,667
1523,G.SKILL,G.Skill Sq,4.0,DDR2,667
1525,G.SKILL,G.Skill Sq,8.0,DDR2,667
1520,G.SKILL,G.Skill Sq,1.0,DDR2,800
1522,G.SKILL,G.Skill Sq,2.0,DDR2,800
1524,G.SKILL,G.Skill Sq,4.0,DDR2,800
1526,G.SKILL,G.Skill Sq,8.0,DDR2,800
1529,G.SKILL,G.Skill Sq,4.0,DDR3,1066
1532,G.SKILL,G.Skill Sq,8.0,DDR3,1066
1527,G.SKILL,G.Skill Sq,2.0,DDR3,1333
1530,G.SKILL,G.Skill Sq,4.0,DDR3,1333
1533,G.SKILL,G.Skill Sq,8.0,DDR3,1333
1535,G.SKILL,G.Skill Sq,16.0,DDR3,1333
1537,G.SKILL,G.Skill Sq,32.0,DDR3,1333
1528,G.SKILL,G.Skill Sq,2.0,DDR3,1600
1531,G.SKILL,G.Skill Sq,4.0,DDR3,1600
1534,G.SKILL,G.Skill Sq,8.0,DDR3,1600
1536,G.SKILL,G.Skill Sq,16.0,DDR3,1600
1538,G.SKILL,G.Skill Trident,2.0,DDR3,1600
1539,G.SKILL,G.Skill Trident,4.0,DDR3,1600
1542,G.SKILL,G.Skill Trident,8.0,DDR3,1600
1545,G.SKILL,G.Skill Trident,12.0,DDR3,1600
1547,G.SKILL,G.Skill Trident,16.0,DDR3,1600
1549,G.SKILL,G.Skill Trident,24.0,DDR3,1600
1540,G.SKILL,G.Skill Trident,4.0,DDR3,2000
1541,G.SKILL,G.Skill Trident,6.0,DDR3,2000
1543,G.SKILL,G.Skill Trident,8.0,DDR3,2000
1546,G.SKILL,G.Skill Trident,12.0,DDR3,2000
1544,G.SKILL,G.Skill Trident,8.0,DDR3,2400
1548,G.SKILL,G.Skill Trident,16.0,DDR3,2400
1558,G.SKILL,G.Skill Trident X,16.0,DDR3,1333
1559,G.SKILL,G.Skill Trident X,16.0,DDR3,1600
1568,G.SKILL,G.Skill Trident X,32.0,DDR3,1600
1560,G.SKILL,G.Skill Trident X,16.0,DDR3,1866
1569,G.SKILL,G.Skill Trident X,32.0,DDR3,1866
1561,G.SKILL,G.Skill Trident X,16.0,DDR3,2133
1570,G.SKILL,G.Skill Trident X,32.0,DDR3,2133
1550,G.SKILL,G.Skill Trident X,8.0,DDR3,2400
1562,G.SKILL,G.Skill Trident X,16.0,DDR3,2400
1571,G.SKILL,G.Skill Trident X,32.0,DDR3,2400
1551,G.SKILL,G.Skill Trident X,8.0,DDR3,2600
1563,G.SKILL,G.Skill Trident X,16.0,DDR3,2600
1572,G.SKILL,G.Skill Trident X,32.0,DDR3,2600
1552,G.SKILL,G.Skill Trident X,8.0,DDR3,2666
1564,G.SKILL,G.Skill Trident X,16.0,DDR3,2666
1573,G.SKILL,G.Skill Trident X,32.0,DDR3,2666
1553,G.SKILL,G.Skill Trident X,8.0,DDR3,2800
1565,G.SKILL,G.Skill Trident X,16.0,DDR3,2800
1574,G.SKILL,G.Skill Trident X,32.0,DDR3,2800
1554,G.SKILL,G.Skill Trident X,8.0,DDR3,2933
1566,G.SKILL,G.Skill Trident X,16.0,DDR3,2933
1555,G.SKILL,G.Skill Trident X,8.0,DDR3,3000
1567,G.SKILL,G.Skill Trident X,16.0,DDR3,3000
1556,G.SKILL,G.Skill Trident X,8.0,DDR3,3100
1557,G.SKILL,G.Skill Trident X,8.0,DDR3,3200
1575,G.SKILL,G.Skill Trident X,32.0,DDR4,2800
1586,G.SKILL,G.Skill Trident Z,16.0,DDR4,2400
1604,G.SKILL,G.Skill Trident Z,32.0,DDR4,2400
1620,G.SKILL,G.Skill Trident Z,64.0,DDR4,2400
1632,G.SKILL,G.Skill Trident Z,128.0,DDR4,2400
1587,G.SKILL,G.Skill Trident Z,16.0,DDR4,2666
1605,G.SKILL,G.Skill Trident Z,32.0,DDR4,2666
1576,G.SKILL,G.Skill Trident Z,8.0,DDR4,2800
1588,G.SKILL,G.Skill Trident Z,16.0,DDR4,2800
1606,G.SKILL,G.Skill Trident Z,32.0,DDR4,2800
1589,G.SKILL,G.Skill Trident Z,16.0,DDR4,2933
1607,G.SKILL,G.Skill Trident Z,32.0,DDR4,2933
1621,G.SKILL,G.Skill Trident Z,64.0,DDR4,2933
1633,G.SKILL,G.Skill Trident Z,128.0,DDR4,2933
1577,G.SKILL,G.Skill Trident Z,8.0,DDR4,3000
1590,G.SKILL,G.Skill Trident Z,16.0,DDR4,3000
1608,G.SKILL,G.Skill Trident Z,32.0,DDR4,3000
1622,G.SKILL,G.Skill Trident Z,64.0,DDR4,3000
1634,G.SKILL,G.Skill Trident Z,128.0,DDR4,3000
1578,G.SKILL,G.Skill Trident Z,8.0,DDR4,3200
1591,G.SKILL,G.Skill Trident Z,16.0,DDR4,3200
1609,G.SKILL,G.Skill Trident Z,32.0,DDR4,3200
1623,G.SKILL,G.Skill Trident Z,64.0,DDR4,3200
1635,G.SKILL,G.Skill Trident Z,128.0,DDR4,3200
1610,G.SKILL,G.Skill Trident Z,32.0,DDR4,3300
1624,G.SKILL,G.Skill Trident Z,64.0,DDR4,3300
1636,G.SKILL,G.Skill Trident Z,128.0,DDR4,3300
1592,G.SKILL,G.Skill Trident Z,16.0,DDR4,3333
1611,G.SKILL,G.Skill Trident Z,32.0,DDR4,3333
1625,G.SKILL,G.Skill Trident Z,64.0,DDR4,3333
1637,G.SKILL,G.Skill Trident Z,128.0,DDR4,3333
1593,G.SKILL,G.Skill Trident Z,16.0,DDR4,3400
1612,G.SKILL,G.Skill Trident Z,32.0,DDR4,3400
1626,G.SKILL,G.Skill Trident Z,64.0,DDR4,3400
1579,G.SKILL,G.Skill Trident Z,8.0,DDR4,3466
1594,G.SKILL,G.Skill Trident Z,16.0,DDR4,3466
1613,G.SKILL,G.Skill Trident Z,32.0,DDR4,3466
1627,G.SKILL,G.Skill Trident Z,64.0,DDR4,3466
1638,G.SKILL,G.Skill Trident Z,128.0,DDR4,3466
1580,G.SKILL,G.Skill Trident Z,8.0,DDR4,3600
1595,G.SKILL,G.Skill Trident Z,16.0,DDR4,3600
1614,G.SKILL,G.Skill Trident Z,32.0,DDR4,3600
1628,G.SKILL,G.Skill Trident Z,64.0,DDR4,3600
1639,G.SKILL,G.Skill Trident Z,128.0,DDR4,3600
1581,G.SKILL,G.Skill Trident Z,8.0,DDR4,3733
1596,G.SKILL,G.Skill Trident Z,16.0,DDR4,3733
1615,G.SKILL,G.Skill Trident Z,32.0,DDR4,3733
1629,G.SKILL,G.Skill Trident Z,64.0,DDR4,3733
1582,G.SKILL,G.Skill Trident Z,8.0,DDR4,3866
1597,G.SKILL,G.Skill Trident Z,16.0,DDR4,3866
1616,G.SKILL,G.Skill Trident Z,32.0,DDR4,3866
1640,G.SKILL,G.Skill Trident Z,128.0,DDR4,3866
1583,G.SKILL,G.Skill Trident Z,8.0,DDR4,4000
1598,G.SKILL,G.Skill Trident Z,16.0,DDR4,4000
1617,G.SKILL,G.Skill Trident Z,32.0,DDR4,4000
1630,G.SKILL,G.Skill Trident Z,64.0,DDR4,4000
1584,G.SKILL,G.Skill Trident Z,8.0,DDR4,4133
1599,G.SKILL,G.Skill Trident Z,16.0,DDR4,4133
1618,G.SKILL,G.Skill Trident Z,32.0,DDR4,4133
1631,G.SKILL,G.Skill Trident Z,64.0,DDR4,4200
1585,G.SKILL,G.Skill Trident Z,8.0,DDR4,4266
1600,G.SKILL,G.Skill Trident Z,16.0,DDR4,4266
1619,G.SKILL,G.Skill Trident Z,32.0,DDR4,4266
1601,G.SKILL,G.Skill Trident Z,16.0,DDR4,4400
1602,G.SKILL,G.Skill Trident Z,16.0,DDR4,4500
1603,G.SKILL,G.Skill Trident Z,16.0,DDR4,4600
1641,G.SKILL,G.Skill Value,1.0,DDR2,800
1642,G.SKILL,G.Skill Value,2.0,DDR2,800
1643,G.SKILL,G.Skill Value,8.0,DDR2,800
1644,G.SKILL,G.Skill Value,4.0,DDR3,1333
1646,G.SKILL,G.Skill Value,6.0,DDR3,1333
1647,G.SKILL,G.Skill Value,8.0,DDR3,1333
1649,G.SKILL,G.Skill Value,12.0,DDR3,1333
1650,G.SKILL,G.Skill Value,16.0,DDR3,1333
1645,G.SKILL,G.Skill Value,4.0,DDR3,1600
1648,G.SKILL,G.Skill Value,8.0,DDR3,1600
1651,G.SKILL,G.Skill Value,16.0,DDR3,1600
1652,G.SKILL,G.Skill Value,4.0,DDR4,2133
1654,G.SKILL,G.Skill Value,8.0,DDR4,2133
1656,G.SKILL,G.Skill Value,16.0,DDR4,2133
1658,G.SKILL,G.Skill Value,32.0,DDR4,2133
1653,G.SKILL,G.Skill Value,4.0,DDR4,2400
1655,G.SKILL,G.Skill Value,8.0,DDR4,2400
1657,G.SKILL,G.Skill Value,16.0,DDR4,2400
1659,G.SKILL,G.Skill Value,32.0,DDR4,2400
1660,G.SKILL,G.Skill Value Ns,4.0,DDR3,1333
1661,G.SKILL,G.Skill Value Nt,4.0,DDR3,1600
1662,G.SKILL,G.Skill Value Nt,8.0,DDR4,2133
1663,G.SKILL,G.Skill Value Nt,16.0,DDR4,2133
1664,G.SKILL,G.Skill Value Nt,32.0,DDR4,2133
1665,GALAX,Galax Hof,16.0,DDR4,3200
1666,GALAX,Galax Hof,16.0,DDR4,3600
1667,GALAX,Galax Hof,16.0,DDR4,4000
1668,GALAX/KFA2,Galax Hof,16.0,DDR4,3200
1669,GALAX/KFA2,Galax Hof,16.0,DDR4,3600
1670,GEIL,Geil,1.0,DDR2,533
1671,GEIL,Geil,2.0,DDR2,667
1672,GEIL,Geil,2.0,DDR2,800
1674,GEIL,Geil,4.0,DDR3,1066
1677,GEIL,Geil,8.0,DDR3,1066
1673,GEIL,Geil,2.0,DDR3,1333
1675,GEIL,Geil,4.0,DDR3,1333
1678,GEIL,Geil,8.0,DDR3,1333
1682,GEIL,Geil,16.0,DDR3,1333
1676,GEIL,Geil,4.0,DDR3,1600
1679,GEIL,Geil,8.0,DDR3,1600
1683,GEIL,Geil,16.0,DDR3,1600
1680,GEIL,Geil,8.0,DDR3,1866
1681,GEIL,Geil,8.0,DDR3,3000
1684,GEIL,Geil,4.0,DDR4,2133
1686,GEIL,Geil,8.0,DDR4,2133
1687,GEIL,Geil,16.0,DDR4,2133
1693,GEIL,Geil,32.0,DDR4,2133
1685,GEIL,Geil,4.0,DDR4,2400
1688,GEIL,Geil,16.0,DDR4,2400
1694,GEIL,Geil,32.0,DDR4,2400
1698,GEIL,Geil,64.0,DDR4,2400
1700,GEIL,Geil,128.0,DDR4,2400
1689,GEIL,Geil,16.0,DDR4,2666
1695,GEIL,Geil,32.0,DDR4,2666
1690,GEIL,Geil,16.0,DDR4,2800
1696,GEIL,Geil,32.0,DDR4,2800
1691,GEIL,Geil,16.0,DDR4,3000
1697,GEIL,Geil,32.0,DDR4,3000
1699,GEIL,Geil,64.0,DDR4,3000
1692,GEIL,Geil,16.0,DDR4,3200
1701,GEIL,Geil Dragon,4.0,DDR3,1066
1702,GEIL,Geil Dragon,4.0,DDR3,1333
1704,GEIL,Geil Dragon,8.0,DDR3,1333
1706,GEIL,Geil Dragon,12.0,DDR3,1333
1707,GEIL,Geil Dragon,16.0,DDR3,1333
1709,GEIL,Geil Dragon,32.0,DDR3,1333
1703,GEIL,Geil Dragon,4.0,DDR3,1600
1705,GEIL,Geil Dragon,8.0,DDR3,1600
1708,GEIL,Geil Dragon,16.0,DDR3,1600
1710,GEIL,Geil Dragon,8.0,DDR4,2133
1718,GEIL,Geil Dragon,16.0,DDR4,2133
1725,GEIL,Geil Dragon,32.0,DDR4,2133
1711,GEIL,Geil Dragon,8.0,DDR4,2400
1719,GEIL,Geil Dragon,16.0,DDR4,2400
1726,GEIL,Geil Dragon,32.0,DDR4,2400
1720,GEIL,Geil Dragon,16.0,DDR4,2800
1727,GEIL,Geil Dragon,32.0,DDR4,2800
1728,GEIL,Geil Dragon,32.0,DDR4,3000
1721,GEIL,Geil Dragon,16.0,DDR4,3200
1712,GEIL,Geil Dragon,8.0,DDR4,3333
1713,GEIL,Geil Dragon,8.0,DDR4,3466
1722,GEIL,Geil Dragon,16.0,DDR4,3466
1714,GEIL,Geil Dragon,8.0,DDR4,3600
1723,GEIL,Geil Dragon,16.0,DDR4,3600
1715,GEIL,Geil Dragon,8.0,DDR4,3866
1716,GEIL,Geil Dragon,8.0,DDR4,4000
1724,GEIL,Geil Dragon,16.0,DDR4,4000
1717,GEIL,Geil Dragon,8.0,DDR4,4133
1729,GEIL,Geil Enhance Corsa,4.0,DDR3,1333
1731,GEIL,Geil Enhance Corsa,8.0,DDR3,1333
1733,GEIL,Geil Enhance Corsa,16.0,DDR3,1333
1730,GEIL,Geil Enhance Corsa,4.0,DDR3,1600
1732,GEIL,Geil Enhance Corsa,8.0,DDR3,1600
1734,GEIL,Geil Enhance Corsa,16.0,DDR3,1600
1735,GEIL,Geil Evo Corsa,8.0,DDR3,1333
1740,GEIL,Geil Evo Corsa,16.0,DDR3,1333
1745,GEIL,Geil Evo Corsa,32.0,DDR3,1333
1750,GEIL,Geil Evo Corsa,64.0,DDR3,1333
1736,GEIL,Geil Evo Corsa,8.0,DDR3,1600
1741,GEIL,Geil Evo Corsa,16.0,DDR3,1600
1746,GEIL,Geil Evo Corsa,32.0,DDR3,1600
1751,GEIL,Geil Evo Corsa,64.0,DDR3,1600
1737,GEIL,Geil Evo Corsa,8.0,DDR3,1866
1742,GEIL,Geil Evo Corsa,16.0,DDR3,1866
1747,GEIL,Geil Evo Corsa,32.0,DDR3,1866
1738,GEIL,Geil Evo Corsa,8.0,DDR3,2133
1743,GEIL,Geil Evo Corsa,16.0,DDR3,2133
1748,GEIL,Geil Evo Corsa,32.0,DDR3,2133
1739,GEIL,Geil Evo Corsa,8.0,DDR3,2400
1744,GEIL,Geil Evo Corsa,16.0,DDR3,2400
1749,GEIL,Geil Evo Corsa,32.0,DDR3,2400
1752,GEIL,Geil Evo Forza,8.0,DDR4,2133
1755,GEIL,Geil Evo Forza,16.0,DDR4,2133
1759,GEIL,Geil Evo Forza,32.0,DDR4,2133
1753,GEIL,Geil Evo Forza,8.0,DDR4,2400
1756,GEIL,Geil Evo Forza,16.0,DDR4,2400
